"","feature","frequency","rank","docfreq","group"
"14058","inspire_young",1,14058,1,"all"
"14059","welcoming_everyone",1,14059,1,"all"
"14060","worship_providing",1,14060,1,"all"
"14061","open-door_church",1,14061,1,"all"
"14062","best_efforts",1,14062,1,"all"
"14063","chldren_living",1,14063,1,"all"
"14064","global_economy",1,14064,1,"all"
"14065","beaufort_county",1,14065,1,"all"
"14066","training_assistance",1,14066,1,"all"
"14067","economy_program",1,14067,1,"all"
"14068","opportunities_designed",1,14068,1,"all"
"14069","economic_conditions",1,14069,1,"all"
"14070","disadvantaged_women",1,14070,1,"all"
"14071","made_available",1,14071,1,"all"
"14072","offer_sincere",1,14072,1,"all"
"14073","compassionate_attention",1,14073,1,"all"
"14074","children_families",1,14074,1,"all"
"14075","community_junior",1,14075,1,"all"
"14076","assistance_working",1,14076,1,"all"
"14077","achievement_program",1,14077,1,"all"
"14078","challenging_circustances",1,14078,1,"all"
"14079","hands-on_activity",1,14079,1,"all"
"14080","activity_based",1,14080,1,"all"
"14081","clear_plan",1,14081,1,"all"
"14082","difficulties.to_provide",1,14082,1,"all"
"14083","achievement_financial",1,14083,1,"all"
"14084","literacy_workforce",1,14084,1,"all"
"14085","growth_enrichment",1,14085,1,"all"
"14086","workforce_readiness",1,14086,1,"all"
"14087","healing_life",1,14087,1,"all"
"14088","international_amateur",1,14088,1,"all"
"14089","cultiviates_kindness",1,14089,1,"all"
"14090","compassion_toward",1,14090,1,"all"
"14091","nurturing_leaders",1,14091,1,"all"
"14092","promote_pride",1,14092,1,"all"
"14093","sustainable_culture.to",1,14093,1,"all"
"14094","culture.to_work",1,14094,1,"all"
"14095","customs_folklore",1,14095,1,"all"
"14096","work_toether",1,14096,1,"all"
"14097","native_people",1,14097,1,"all"
"14098","like-minded_teachers",1,14098,1,"all"
"14099","social_well",1,14099,1,"all"
"14100","teachers_artists",1,14100,1,"all"
"14101","artists_counselors",1,14101,1,"all"
"14102","child_mentors",1,14102,1,"all"
"14103","divine_nature.centered",1,14103,1,"all"
"14104","provide_enrichment",1,14104,1,"all"
"14105","co_create",1,14105,1,"all"
"14106","development_opportunities",1,14106,1,"all"
"14107","children_teens",1,14107,1,"all"
"14108","peace_prosperity",1,14108,1,"all"
"14109","life.through_cedar",1,14109,1,"all"
"14110","unconditional_love",1,14110,1,"all"
"14111","cedar_center",1,14111,1,"all"
"14112","teach_young",1,14112,1,"all"
"14113","child_daycare",1,14113,1,"all"
"14114","daycare_education",1,14114,1,"all"
"14115","people_responsibility",1,14115,1,"all"
"14116","spoa_security",1,14116,1,"all"
"14117","develop_healthy",1,14117,1,"all"
"14118","security_services",1,14118,1,"all"
"14119","healthy_emotional",1,14119,1,"all"
"14120","promote_ethiopian",1,14120,1,"all"
"14121","emotional_outlets",1,14121,1,"all"
"14122","ethiopian_tradition",1,14122,1,"all"
"14123","appropriate_self",1,14123,1,"all"
"14124","self_expression.i",1,14124,1,"all"
"14125","expression.i_stive",1,14125,1,"all"
"14126","providing_traditional",1,14126,1,"all"
"14127","people_find",1,14127,1,"all"
"14128","traditional_burial",1,14128,1,"all"
"14129","burial_services",1,14129,1,"all"
"14130","support_basic",1,14130,1,"all"
"14131","children_adults",1,14131,1,"all"
"14132","basic_tenets",1,14132,1,"all"
"14133","therapeutic_riding",1,14133,1,"all"
"14134","religious_beliefs",1,14134,1,"all"
"14135","beliefs_regarding",1,14135,1,"all"
"14136","provide_high",1,14136,1,"all"
"14137","regarding_burial",1,14137,1,"all"
"14138","sponsorship_organization",1,14138,1,"all"
"14139","area_automated",1,14139,1,"all"
"14140","automated_mapping",1,14140,1,"all"
"14141","fund_pays",1,14141,1,"all"
"14142","mapping_association",1,14142,1,"all"
"14143","pays_bail",1,14143,1,"all"
"14144","vital_organization",1,14144,1,"all"
"14145","new_yorkers",1,14145,1,"all"
"14146","geospatial_technology",1,14146,1,"all"
"14147","afford_even",1,14147,1,"all"
"14148","technology_professionals",1,14148,1,"all"
"14149","even_modest",1,14149,1,"all"
"14150","modest_amounts",1,14150,1,"all"
"14151","bay_region",1,14151,1,"all"
"14152","plead_guilty",1,14152,1,"all"
"14153","promotes_partnerships",1,14153,1,"all"
"14154","guilty_just",1,14154,1,"all"
"14155","partnerships_teamwork",1,14155,1,"all"
"14156","go_home",1,14156,1,"all"
"14157","geospacial_technology",1,14157,1,"all"
"14158","fund_works",1,14158,1,"all"
"14159","self-identified_needs",1,14159,1,"all"
"14160","latinosnyc_will",1,14160,1,"all"
"14161","support_competitive",1,14161,1,"all"
"14162","competitive_girls",1,14162,1,"all"
"14163","girls_softball",1,14163,1,"all"
"14164","deprived_families",1,14164,1,"all"
"14165","501_c_3",53,1,52,"all"
"21000","section_501_c",19,2,19,"all"
"31000","internal_revenue_code",15,3,15,"all"
"41000","see_schedule_o",11,4,11,"all"
"51000","c_3_non-profit",10,5,10,"all"
"61000","high_school_students",8,6,8,"all"
"71000","provide_financial_assistance",8,7,8,"all"
"81000","provide_financial_support",7,8,7,"all"
"91000","low_income_families",7,9,7,"all"
"101000","science_technology_engineering",7,10,7,"all"
"111000","maxcen_housing_society",7,11,3,"all"
"121000","housing_society_inc",7,12,3,"all"
"131000","c_3_organization",6,13,6,"all"
"14166","future_federal_tax",6,14,6,"all"
"15100","federal_tax_code",6,15,6,"all"
"16100","3_non-profit_organization",6,16,6,"all"
"17100","religious_charitable_scientific",6,17,6,"all"
"18100","volunteer_fire_department",5,18,5,"all"
"19100","organization_also_provides",5,19,5,"all"
"20100","high_kill_shelters",5,20,5,"all"
"21100","c_3_nonprofit",4,21,4,"all"
"22100","3_nonprofit_organization",4,22,4,"all"
"23100","nbsp_help_nbsp",4,23,2,"all"
"24100","educational_purposes_including",4,24,4,"all"
"25100","provide_medical_care",4,25,4,"all"
"26100","charitable_purposes_within",4,26,4,"all"
"27100","non-profit_organization_dedicated",4,27,4,"all"
"28100","primary_exempt_purpose",4,28,4,"all"
"29100","charitable_religious_educational",4,29,4,"all"
"30100","santa_clarita_valley",4,30,2,"all"
"31100","project_change_inc",4,31,2,"all"
"32100","home_buyer_education",4,32,4,"all"
"33100","mto_puerto_rico",4,33,1,"all"
"34100","puerto_rico_branch",4,34,1,"all"
"35100","mathematics_physics_chemistries",4,35,2,"all"
"36100","computer_technology_section",4,36,2,"all"
"37100","living_organ_donors",4,37,2,"all"
"38100","economically_disadvantaged_individuals",3,38,3,"all"
"39100","new_york_city",3,39,3,"all"
"40100","type_1_diabetes",3,40,2,"all"
"41100","summer_food_service",3,41,3,"all"
"42100","food_service_program",3,42,3,"all"
"43100","non_profit_organization",3,43,3,"all"
"44100","low_income_youth",3,44,3,"all"
"45100","provide_supportive_services",3,45,3,"all"
"46100","nbsp_needs_nbsp",3,46,3,"all"
"47100","nbsp_need_nbsp",3,47,2,"all"
"48100","seek_financial_support",3,48,3,"all"
"49100","pueblo_central_high",3,49,3,"all"
"50100","central_high_school",3,50,3,"all"
"51100","good_sportsmanship_social",3,51,3,"all"
"52100","sportsmanship_social_behavior",3,52,3,"all"
"53100","competitive_softball_program",3,53,3,"all"
"54100","meet_required_qualifications",3,54,3,"all"
"55100","10u_12u_14u",3,55,3,"all"
"56100","12u_14u_16u",3,56,3,"all"
"57100","promote_healthy_relationships",3,57,3,"all"
"58100","mt_pleasant_drillers",3,58,3,"all"
"59100","see_attached_copy",3,59,3,"all"
"60100","promote_sportsmanship_among",3,60,3,"all"
"61100","provide_educational_services",3,61,3,"all"
"62100","community_outreach_programs",3,62,3,"all"
"63100","scientific_purposes_including",3,63,3,"all"
"64100","television_broadcast_digital",3,64,1,"all"
"65100","broadcast_digital_arts",3,65,1,"all"
"66100","teach_christianity_spread",3,66,3,"all"
"67100","christianity_spread_gospel",3,67,3,"all"
"68100","organization_will_rescue",3,68,3,"all"
"69100","will_rescue_animals",3,69,3,"all"
"70100","rescue_animals_primarily",3,70,3,"all"
"71100","animals_primarily_horses",3,71,3,"all"
"72100","third_world_countries",3,72,3,"all"
"73100","winston-salem_police_foundation",3,73,2,"all"
"74100","society_inc_florida",3,74,1,"all"
"75100","inc_florida_branch",3,75,1,"all"
"76100","organization_whose_mission",3,76,3,"all"
"77100","community_medical_center",3,77,1,"all"
"78100","mental_health_counseling",3,78,3,"all"
"79100","offers_free_online",3,79,3,"all"
"80100","create_affordable_rental",3,80,3,"all"
"81100","provide_programming_related",3,81,3,"all"
"82100","youth_adult_financial",3,82,3,"all"
"83100","adult_financial_literacy",3,83,3,"all"
"84100","disabilities_home_buyer",3,84,3,"all"
"85100","eastern_montana_veterans",3,85,1,"all"
"86100","montana_veterans_home",3,86,1,"all"
"87100","three_village_stem",3,87,3,"all"
"88100","village_stem_enrichment",3,88,3,"all"
"89100","stem_enrichment_foundation",3,89,3,"all"
"90100","enrichment_foundation_inc",3,90,3,"all"
"91100","benefit_science_technology",3,91,3,"all"
"92100","mathematics_stem_activities",3,92,3,"all"
"93100","three_village_community",3,93,3,"all"
"94100","promote_youth_sports",3,94,3,"all"
"95100","inner_city_children",3,95,3,"all"
"96100","fairfield_police_department",3,96,1,"all"
"97100","food_shelter_clothing",3,97,3,"all"
"98100","medically_fragile_children",3,98,1,"all"
"99100","juvenile_justice_system",3,99,2,"all"
"100100","amateur_sports_competition",3,100,3,"all"
"101100","childhood_brain_cancer",3,101,2,"all"
"102100","charitable_scientific_literary",3,102,3,"all"
"103100","unity_sme_inc",3,103,2,"all"
"104100","western_pleasure_horse",3,104,1,"all"
"105100","community_service_activities",2,105,2,"all"
"106100","low_income_individuals",2,106,2,"all"
"107100","high_moral_character",2,107,2,"all"
"108100","nbsp_meals_nbsp",2,108,2,"all"
"109100","financial_hardship_due",2,109,2,"all"
"110100","nonprofit_501_c",2,110,2,"all"
"111100","westchester_youth_soccer",2,111,1,"all"
"112100","will_provide_multimedia",2,112,2,"all"
"113100","provide_multimedia_equipment",2,113,2,"all"
"114100","multimedia_equipment_technologies",2,114,2,"all"
"115100","provide_emergency_medical",2,115,2,"all"
"116100","emergency_medical_transportation",2,116,2,"all"
"117100","fund_inc_provides",2,117,2,"all"
"118100","inc_provides_worldwide",2,118,2,"all"
"119100","provides_worldwide_relief",2,119,2,"all"
"120100","reducing_human_suffering",2,120,2,"all"
"121100","hunger_poverty_disease",2,121,2,"all"
"122100","poverty_disease_war",2,122,2,"all"
"123100","disease_war_natural",2,123,2,"all"
"124100","war_natural_disasters",2,124,2,"all"
"125100","circumstances_creating_widespread",2,125,2,"all"
"126100","food_distribution_activities",2,126,2,"all"
"127100","appropriate_foreign_countries",2,127,2,"all"
"128100","new_hope_cdcs",2,128,2,"all"
"129100","hope_cdcs_mission",2,129,2,"all"
"130100","educational_organization_dedicated",2,130,2,"all"
"131100","make_positive_life",2,131,2,"all"
"132100","positive_life_choices",2,132,2,"all"
"133100","conduct_public_activities",2,133,2,"all"
"134100","general_regarding_safety",2,134,2,"all"
"135100","general_public_issues",2,135,2,"all"
"136100","public_issues_keeping",2,136,2,"all"
"137100","issues_keeping_members",2,137,2,"all"
"138100","keeping_members_informed",2,138,2,"all"
"139100","transparent_watercolor_painting",2,139,1,"all"
"140100","provide_low_cost",2,140,2,"all"
"14167","children_bringing_families",2,141,2,"all"
"14210","bringing_families_together",2,142,2,"all"
"14310","safe_environment_emphasize",2,143,2,"all"
"14410","provide_social_services",2,144,2,"all"
"14510","mexiquenses_en_texas",2,145,2,"all"
"14610","en_texas_principal",2,146,2,"all"
"14710","texas_principal_mission",2,147,2,"all"
"14810","nonprofit_public_benefit",2,148,2,"all"
"14910","public_benefit_corporation",2,149,2,"all"
"15010","provide_charitable_assistance",2,150,2,"all"
"15110","nbsp_children_nbsp",2,151,2,"all"
"15210","nbsp_services_nbsp",2,152,2,"all"
"15310","address_educate_coordinate",2,153,2,"all"
"15410","foster_care_system",2,154,2,"all"
"15510","basic_food_necessities",2,155,2,"all"
"15610","accessory_dwelling_units",2,156,1,"all"
"15710","affordable_housing_option",2,157,2,"all"
"15810","renters_creating_economically",2,158,2,"all"
"15910","creating_economically_healthy",2,159,2,"all"
"16010","economically_healthy_diverse",2,160,2,"all"
"16110","healthy_diverse_multi-generational",2,161,2,"all"
"16210","diverse_multi-generational_communities",2,162,2,"all"
"16310","reducing_carbon_emissions",2,163,2,"all"
"16410","existing_housing_stock",2,164,2,"all"
"16510","provides_financial_support",2,165,2,"all"
"16610","medical_first_response",2,166,1,"all"
"16710","equal_justice_wyoming",2,167,2,"all"
"16810","see_attachment_1",2,168,2,"all"
"16910","justice_wyoming_foundation",2,169,2,"all"
"17010","wyoming_foundation_strengthens",2,170,2,"all"
"17110","civil_legal_services",2,171,2,"all"
"17210","united_states_armed",2,172,2,"all"
"17310","states_armed_forces",2,173,2,"all"
"17410","dubuque_jaycees_inc",2,174,2,"all"
"17510","private_operating_foundation",2,175,2,"all"
"17610","non-profit_educational_organization",2,176,2,"all"
"17710","texas_chihuahua_rescue",2,177,2,"all"
"17810","law_enforcement_agencies",2,178,2,"all"
"17910","year_round_community",2,179,2,"all"
"18010","nbsp_community_nbsp",2,180,2,"all"
"18110","high_school_commuinity",2,181,2,"all"
"18210","program_also_offers",2,182,2,"all"
"18310","also_offers_baseball",2,183,2,"all"
"18410","offers_baseball_using",2,184,2,"all"
"18510","nbsp_place_nbsp",2,185,2,"all"
"18610","nbsp_practice_nbsp",2,186,2,"all"
"18710","nbsp_members_nbsp",2,187,2,"all"
"18810","nbsp_charitable_nbsp",2,188,2,"all"
"18910","increase_public_awareness",2,189,2,"all"
"19010","profit_organization_dedicated",2,190,2,"all"
"19110","airline_companies_club",2,191,1,"all"
"19210","companies_club_members",2,192,1,"all"
"19310","provide_community_based",2,193,2,"all"
"19410","girls_provide_fields",2,194,2,"all"
"19510","provide_fields_coaches",2,195,2,"all"
"19610","fields_coaches_insurance",2,196,2,"all"
"19710","coaches_insurance_leagues",2,197,2,"all"
"19810","insurance_leagues_uniforms",2,198,2,"all"
"19910","leagues_uniforms_referees",2,199,2,"all"
"20010","learn_new_skills",2,200,2,"all"
"20110","operating_bethesda_farm",2,201,2,"all"
"20210","employs_local_workers",2,202,2,"all"
"20310","raise_chickens_livestock",2,203,2,"all"
"20410","organically_grown_crops",2,204,2,"all"
"20510","develop_school_community",2,205,2,"all"
"20610","school_community_microfarms",2,206,2,"all"
"20710","high_school_athletics",2,207,2,"all"
"20810","public_school_students",2,208,2,"all"
"20910","problem_solving_skills",2,209,2,"all"
"21010","completely_committed_towards",2,210,2,"all"
"21110","committed_towards_social",2,211,2,"all"
"21210","towards_social_development",2,212,2,"all"
"21310","1_evolution_school",2,213,2,"all"
"21410","evolution_school_sanitation",2,214,2,"all"
"21510","tulare_county_california",2,215,1,"all"
"21610","school_sanitation_project2",2,216,2,"all"
"21710","sanitation_project2_udaan",2,217,2,"all"
"21810","project2_udaan_scholarships",2,218,2,"all"
"21910","spread_among_people",2,219,2,"all"
"22010","provide_public_education",2,220,2,"all"
"22110","barbershop_harmony_society",2,221,2,"all"
"22210","minnesota_snowmobile_trail",2,222,1,"all"
"22310","emergency_medical_services",2,223,2,"all"
"22410","quality_affordable_housing",2,224,2,"all"
"22510","distribution_service_working",2,225,2,"all"
"22610","service_working_exclusively",2,226,2,"all"
"22710","open_source_software",2,227,1,"all"
"22810","help_small_sustainable",2,228,2,"all"
"22910","small_sustainable_family",2,229,2,"all"
"23010","sustainable_family_farms",2,230,2,"all"
"23110","family_farms_sell",2,231,2,"all"
"23210","locally_grown_items",2,232,2,"all"
"23310","grown_items_efficiently",2,233,2,"all"
"23410","autism_spectrum_disorder",2,234,2,"all"
"23510","promote_amateur_athletics",2,235,2,"all"
"23610","western_new_york",2,236,2,"all"
"23710","rio_grande_valley",2,237,2,"all"
"23810","promote_charitable_organizations",2,238,2,"all"
"23910","social_research_provides",2,239,2,"all"
"24010","arts_educational_opportunities",2,240,2,"all"
"24110","teach_write_research",2,241,2,"all"
"24210","write_research_publish",2,242,2,"all"
"24310","put_simply_work",2,243,2,"all"
"24410","loving_forever_homes",2,244,2,"all"
"24510","commercial_sexual_exploitation",2,245,2,"all"
"24610","neglected_farm_animals",2,246,2,"all"
"24710","high_quality_educational",2,247,2,"all"
"24810","organization_will_facilitate",2,248,1,"all"
"24910","former_prison_inmates",2,249,1,"all"
"25010","digital_arts_media",2,250,1,"all"
"25110","open-wheeled_racing_machines",2,251,1,"all"
"25210","matching_distressed_real",2,252,2,"all"
"25310","distressed_real_estate",2,253,2,"all"
"25410","clarita_valley_community",2,254,2,"all"
"25510","real_estate_sellers",2,255,2,"all"
"25610","first_time_home",2,256,2,"all"
"25710","improve_health_support",2,257,2,"all"
"25810","feeding_economically_disadvantaged",2,258,2,"all"
"25910","cultural_arts_programs",2,259,1,"all"
"26010","santa_ynez_band",2,260,1,"all"
"26110","systematically_propagate_spiritual",2,261,2,"all"
"26210","propagate_spiritual_knowledge",2,262,2,"all"
"26310","achieve_real_unity",2,263,2,"all"
"26410","music_education_creative",2,264,2,"all"
"26510","education_creative_expression",2,265,2,"all"
"26610","fosters_self-confidence_creativity",2,266,2,"all"
"26710","beyond_support_juvenile",2,267,2,"all"
"26810","among_local_communities",2,268,2,"all"
"26910","taylar_young_memorial",2,269,1,"all"
"27010","community_wellness_programs",2,270,2,"all"
"27110","develop_marketing_plans",2,271,2,"all"
"27210","corporation_shall_make",2,272,2,"all"
"27310","shall_make_physical",2,273,2,"all"
"27410","make_physical_repairs",2,274,2,"all"
"27510","inc_ein_38-1347563",2,275,2,"all"
"27610","c_3_entity",2,276,2,"all"
"27710","provide_housing_assisted",2,277,2,"all"
"27810","housing_assisted_living",2,278,2,"all"
"27910","assisted_living_companionship",2,279,2,"all"
"28010","living_companionship_transportation",2,280,2,"all"
"28110","community_at-large_throughout",2,281,2,"all"
"28210","local_high_school",2,282,2,"all"
"28310","nbsp_understanding_nbsp",2,283,2,"all"
"28410","also_provides_conference",2,284,2,"all"
"28510","provides_conference_space",2,285,2,"all"
"28610","charitable_organizations_located",2,286,2,"all"
"28710","north_myrtle_beach",2,287,2,"all"
"28810","south_summit_trails",2,288,2,"all"
"28910","summit_trails_foundation",2,289,2,"all"
"29010","nbsp_purposes_nbsp",2,290,1,"all"
"29110","building_orphanages_schools",2,291,2,"all"
"29210","rehabilitation_centers_internationally",2,292,2,"all"
"29310","centers_internationally_project",2,293,2,"all"
"29410","internationally_project_change",2,294,2,"all"
"29510","change_inc_s",2,295,2,"all"
"29610","inc_s_donors",2,296,2,"all"
"29710","create_stable_loving",2,297,2,"all"
"29810","children_can_feel",2,298,2,"all"
"29910","can_feel_empowered",2,299,2,"all"
"30010","ensure_donor's_gifts",2,300,2,"all"
"30110","donor's_gifts_go",2,301,2,"all"
"30210","provide_weekly_updates",2,302,2,"all"
"30310","support_amateur_female",2,303,2,"all"
"30410","amateur_female_athletes",2,304,2,"all"
"30510","female_athletes_ages",2,305,2,"all"
"30610","athletes_ages_18",2,306,2,"all"
"30710","st_michael_albertville",2,307,2,"all"
"30810","michael_albertville_mn",2,308,2,"all"
"30910","albertville_mn_school",2,309,2,"all"
"31010","mn_school_district",2,310,2,"all"
"31110","school_district_facilitating",2,311,2,"all"
"31210","road_inc_intends",2,312,1,"all"
"31310","humane_care_food",2,313,2,"all"
"31410","care_food_medical",2,314,2,"all"
"31510","food_medical_shelter",2,315,2,"all"
"31610","medical_shelter_etc",2,316,2,"all"
"31710","mental_health_services",2,317,2,"all"
"31810","integrated_sustainable_farming",2,318,2,"all"
"31910","sustainable_farming_practices",2,319,2,"all"
"32010","farming_practices_land",2,320,2,"all"
"32110","practices_land_management",2,321,2,"all"
"32210","land_management_stewardship",2,322,2,"all"
"32310","management_stewardship_nutrition",2,323,2,"all"
"32410","us_treasury_office",2,324,2,"all"
"32510","foreign_assets_ofac",2,325,2,"all"
"32610","conduct_cultural_exchange",2,326,2,"all"
"32710","cultural_exchange_people-to-people",2,327,2,"all"
"32810","exchange_people-to-people_travel",2,328,2,"all"
"32910","cuba_itineraries_centered",2,329,2,"all"
"33010","itineraries_centered_around",2,330,2,"all"
"33110","centered_around_music",2,331,2,"all"
"33210","around_music_dance",2,332,2,"all"
"33310","art_fully_compliant",2,333,2,"all"
"33410","independent_not-for-profit_organization",2,334,2,"all"
"33510","not-for-profit_organization_existing",2,335,2,"all"
"33610","winston-salem_north_carolina",2,336,2,"all"
"33710","winston-salem_police_foundation's",2,337,2,"all"
"33810","police_foundation's_mission",2,338,2,"all"
"33910","winston-salem_police_department",2,339,2,"all"
"34010","provide_tools_training",2,340,2,"all"
"34110","tools_training_equipment",2,341,2,"all"
"34210","community_outreach_initiatives",2,342,2,"all"
"34310","might_otherwise_go",2,343,2,"all"
"34410","otherwise_go_unfunded",2,344,2,"all"
"34510","traditional_funding_sources",2,345,2,"all"
"34610","non_profit_organizations",2,346,2,"all"
"34710","provide_affordable_housing",2,347,2,"all"
"34810","provides_senior_citizens",2,348,2,"all"
"34910","cultural_activities_counseling",2,349,2,"all"
"35010","activities_counseling_education",2,350,2,"all"
"35110","healthy_black_families",2,351,1,"all"
"35210","argosy_collegiate_charter",2,352,1,"all"
"35310","collegiate_charter_school",2,353,1,"all"
"35410","san_juan_bautista",2,354,1,"all"
"35510","provide_faith_based",2,355,2,"all"
"35610","non-profit_organization_designed",2,356,2,"all"
"35710","substance_abuse_counseling",2,357,1,"all"
"35810","san_diego_mega",2,358,2,"all"
"35910","diego_mega_region",2,359,2,"all"
"36010","oak_grove_high",2,360,1,"all"
"36110","grove_high_school",2,361,1,"all"
"36210","spiritual_physical_social",2,362,2,"all"
"36310","enhance_philanthropy_volunteerism",2,363,2,"all"
"36410","des_moines_ia",2,364,1,"all"
"36510","support_youth_lacrosse",2,365,2,"all"
"36610","youth_lacrosse_programs",2,366,2,"all"
"36710","los_angeles_county",2,367,2,"all"
"36810","section_1_mto",2,368,2,"all"
"36910","advances_education_mainly",2,369,2,"all"
"37010","physics_chemistries_sciences",2,370,2,"all"
"37110","technology_section_2",2,371,2,"all"
"37210","section_2_mto",2,372,2,"all"
"37310","applied_sciences_mathematics",2,373,2,"all"
"37410","sciences_mathematics_physics",2,374,2,"all"
"37510","united_youth_association",2,375,1,"all"
"37610","computer_technology_offers",2,376,2,"all"
"37710","technology_offers_afterschool",2,377,2,"all"
"37810","offers_afterschool_classes",2,378,2,"all"
"37910","students_introduces_senior",2,379,2,"all"
"38010","introduces_senior_citizen",2,380,2,"all"
"38110","supports_adult_professional",2,381,2,"all"
"38210","adult_professional_development",2,382,2,"all"
"38310","professional_development_section",2,383,2,"all"
"38410","development_section_3",2,384,2,"all"
"38510","section_3_mto",2,385,2,"all"
"38610","technology_section_4",2,386,2,"all"
"38710","section_4_mto",2,387,2,"all"
"38810","provide_educational_opportunities",2,388,2,"all"
"38910","congregations_may_grow",2,389,2,"all"
"39010","spirit_led_call",2,390,2,"all"
"39110","babe_ruth_baseball",2,391,2,"all"
"39210","foster_greater_understanding",2,392,2,"all"
"39310","greater_understanding_wise",2,393,2,"all"
"39410","understanding_wise_ecology",2,394,2,"all"
"39510","wise_ecology_species",2,395,2,"all"
"39610","ecology_species_protection",2,396,2,"all"
"39710","meets_many_distinct",2,397,2,"all"
"39810","many_distinct_needs",2,398,2,"all"
"39910","haiti_including_providing",2,399,2,"all"
"40010","including_providing_education",2,400,2,"all"
"40110","providing_education_mentorship",2,401,2,"all"
"40210","job_skills_training",2,402,2,"all"
"40310","kraken_corporation_hopes",2,403,2,"all"
"40410","great_pacific_garbage",2,404,2,"all"
"40510","pacific_garbage_patch",2,405,2,"all"
"40610","greatest_global_resource",2,406,2,"all"
"40710","global_resource_water",2,407,2,"all"
"40810","sponsor_fundraising_events",2,408,2,"all"
"40910","misuse_raising_awareness",2,409,2,"all"
"41010","future_cleanup_efforts",2,410,2,"all"
"41110","humans_can_enjoy",2,411,2,"all"
"41210","zero_negative_impact",2,412,2,"all"
"41310","organization_also_wants",2,413,2,"all"
"41410","ocean_looks_like",2,414,2,"all"
"41510","looks_like_educate",2,415,2,"all"
"41610","registered_501_c",2,416,2,"all"
"41710","young_seminole_tribe",2,417,1,"all"
"41810","seminole_tribe_members",2,418,1,"all"
"41910","active_duty_military",2,419,2,"all"
"42010","promote_christian_values",2,420,2,"all"
"42110","various_issues_related",2,421,1,"all"
"42210","vigor_health_drive",2,422,1,"all"
"42310","health_drive_inc",2,423,1,"all"
"42410","risk_inner_city",2,424,2,"all"
"42510","one_dies_alone",2,425,2,"all"
"42610","treating_shelter_animals",2,426,2,"all"
"42710","family_driven_recovery-oriented",2,427,2,"all"
"42810","driven_recovery-oriented_behavioral",2,428,2,"all"
"42910","recovery-oriented_behavioral_health",2,429,2,"all"
"43010","behavioral_health_system",2,430,2,"all"
"43110","health_system_care",2,431,2,"all"
"43210","substance_abuse_issues",2,432,2,"all"
"43310","tender_hearts_mission",2,433,1,"all"
"43410","c_3_organizations",2,434,2,"all"
"43510","genesis_sports_provides",2,435,2,"all"
"43610","sports_provides_youth",2,436,2,"all"
"43710","provides_youth_amateur",2,437,2,"all"
"43810","youth_amateur_sports",2,438,2,"all"
"43910","amateur_sports_training",2,439,2,"all"
"44010","akron_soul_train",2,440,2,"all"
"44110","las_vegas_area",2,441,2,"all"
"44210","provide_riding_lessons",2,442,2,"all"
"44310","promote_safe_boating",2,443,2,"all"
"44410","safe_boating_techniques",2,444,2,"all"
"44510","boating_techniques_sportsmanship",2,445,2,"all"
"44610","techniques_sportsmanship_water",2,446,2,"all"
"44710","sportsmanship_water_safety",2,447,2,"all"
"44810","providing_coaching_training",2,448,2,"all"
"44910","provide_development_social",2,449,2,"all"
"45010","emergency_medical_assistance",2,450,1,"all"
"45110","offering_community_exercise",2,451,2,"all"
"45210","holistic_community_centered",2,452,1,"all"
"45310","community_centered_education",2,453,1,"all"
"45410","centered_education_advocacy",2,454,1,"all"
"45510","activities_related_thereto",2,455,2,"all"
"45610","offer_high_quality",2,456,2,"all"
"45710","high_quality_cost",2,457,2,"all"
"45810","quality_cost_effective",2,458,2,"all"
"45910","cost_effective_counseling",2,459,2,"all"
"46010","effective_counseling_services",2,460,2,"all"
"46110","necessary_developmental_resources",2,461,2,"all"
"46210","provide_relief_rehabilitation",2,462,2,"all"
"46310","shelter_training_opportunity",2,463,2,"all"
"46410","training_opportunity_relationship",2,464,2,"all"
"46510","opportunity_relationship_mentoring",2,465,2,"all"
"46610","financial_literacy_education",2,466,2,"all"
"46710","providing_scholarship_funding",2,467,2,"all"
"46810","providing_community_service",2,468,2,"all"
"46910","international_amatuer_sports",2,469,2,"all"
"47010","amatuer_sports_competition",2,470,2,"all"
"47110","school_support_programs",2,471,2,"all"
"47210","engage_encourage_empower",2,472,2,"all"
"47310","inspire_diabetic_children",2,473,2,"all"
"47410","finding_forever_homes",2,474,2,"all"
"47510","law_enforcement_officers",2,475,1,"all"
"47610","support_northport_high",2,476,2,"all"
"47710","northport_high_school",2,477,2,"all"
"47810","high_school_academy",2,478,2,"all"
"47910","school_academy_offinance",2,479,2,"all"
"48010","support_scientific_research",2,480,2,"all"
"48110","world_around_us",2,481,2,"all"
"48210","educational_instruction_training",2,482,2,"all"
"48310","living_organ_donor",2,483,1,"all"
"48410","development_preservation_propagation",2,484,1,"all"
"48510","preservation_propagation_conservation",2,485,1,"all"
"48610","pug_rescue_owasso's",2,486,2,"all"
"48710","rescue_owasso's_mission",2,487,2,"all"
"48810","help_young_people",2,488,2,"all"
"48910","provide_quality_daycare",2,489,2,"all"
"49010","larc_provides_permanent",2,490,2,"all"
"49110","provides_permanent_sanctuary",2,491,2,"all"
"49210","rescued_horses_wolves",2,492,2,"all"
"49310","parker_performing_arts",2,493,1,"all"
"49410","performing_arts_school",2,494,1,"all"
"49510","arts_school_will",2,495,1,"all"
